字段代码,字段(大写),中文名,参数
s_stmnote_basicpen_sb,S_STMNOTE_BASICPEN_SB,基本养老保险:期初余额,REPORTDATE、TYPE、UnitVal
s_stmnote_ben_add,S_STMNOTE_BEN_ADD,工资、奖金、津贴和补贴:本期增加,REPORTDATE、TYPE、UnitVal
s_stmnote_ben_de,S_STMNOTE_BEN_DE,工资、奖金、津贴和补贴:本期减少,REPORTDATE、TYPE、UnitVal
s_stmnote_ben_eb,S_STMNOTE_BEN_EB,工资、奖金、津贴和补贴:期末余额,REPORTDATE、TYPE、UnitVal
s_stmnote_ben_sb,S_STMNOTE_BEN_SB,工资、奖金、津贴和补贴:期初余额,REPORTDATE、TYPE、UnitVal
s_stmnote_borrow_4512,S_STMNOTE_BORROW_4512,借款合计,REPORTDATE、UnitVal
s_stmnote_cash_deposits_1,S_STMNOTE_CASH_DEPOSITS_1,存放中央银行法定准备金,REPORTDATE、TYPE、UnitVal
s_stmnote_cash_deposits_2,S_STMNOTE_CASH_DEPOSITS_2,存放中央银行超额存款准备金,REPORTDATE、TYPE、UnitVal
s_stmnote_cashinvault,S_STMNOTE_CASHINVAULT,货币资金-库存现金,REPORTDATE、TYPE、UnitVal
s_stmnote_customertop5,S_STMNOTE_CUSTOMERTOP5,前五大客户名称,REPORTDATE、Sequence
s_stmnote_dpst_4405,S_STMNOTE_DPST_4405,人民币存款,REPORTDATE、UnitVal
s_stmnote_dpst_4406,S_STMNOTE_DPST_4406,美元存款(折算人民币),REPORTDATE、UnitVal
s_stmnote_dpst_4407,S_STMNOTE_DPST_4407,日元存款(折算人民币),REPORTDATE、UnitVal
s_stmnote_dpst_4408,S_STMNOTE_DPST_4408,欧元存款(折算人民币),REPORTDATE、UnitVal
s_stmnote_dpst_4409,S_STMNOTE_DPST_4409,港币存款(折算人民币),REPORTDATE、UnitVal
s_stmnote_dpst_4410,S_STMNOTE_DPST_4410,英镑存款(折算人民币),REPORTDATE、UnitVal
s_stmnote_dpst_4411,S_STMNOTE_DPST_4411,其他货币存款(折算人民币),REPORTDATE、UnitVal
s_stmnote_dpst_4412,S_STMNOTE_DPST_4412,银行存款合计,REPORTDATE、UnitVal
s_stmnote_eduandunionfunds_add,S_STMNOTE_EDUANDUNIONFUNDS_ADD,工会经费和职工教育经费:本期增加,REPORTDATE、TYPE、UnitVal
s_stmnote_eduandunionfunds_de,S_STMNOTE_EDUANDUNIONFUNDS_DE,工会经费和职工教育经费:本期减少,REPORTDATE、TYPE、UnitVal
s_stmnote_eduandunionfunds_eb,S_STMNOTE_EDUANDUNIONFUNDS_EB,工会经费和职工教育经费:期末余额,REPORTDATE、TYPE、UnitVal
s_stmnote_eduandunionfunds_sb,S_STMNOTE_EDUANDUNIONFUNDS_SB,工会经费和职工教育经费:期初余额,REPORTDATE、TYPE、UnitVal
s_stmnote_emplinjuryins_add,S_STMNOTE_EMPLINJURYINS_ADD,工伤保险费:本期增加,REPORTDATE、TYPE、UnitVal
s_stmnote_emplinjuryins_de,S_STMNOTE_EMPLINJURYINS_DE,工伤保险费:本期减少,REPORTDATE、TYPE、UnitVal
s_stmnote_emplinjuryins_eb,S_STMNOTE_EMPLINJURYINS_EB,工伤保险费:期末余额,REPORTDATE、TYPE、UnitVal
s_stmnote_emplinjuryins_sb,S_STMNOTE_EMPLINJURYINS_SB,工伤保险费:期初余额,REPORTDATE、TYPE、UnitVal
s_stmnote_emplpayable_add,S_STMNOTE_EMPLPAYABLE_ADD,应付职工薪酬合计:本期增加,REPORTDATE、TYPE、UnitVal
s_stmnote_emplpayable_de,S_STMNOTE_EMPLPAYABLE_DE,应付职工薪酬合计:本期减少,REPORTDATE、TYPE、UnitVal
s_stmnote_emplpayable_eb,S_STMNOTE_EMPLPAYABLE_EB,应付职工薪酬合计:期末余额,REPORTDATE、TYPE、UnitVal
s_stmnote_emplpayable_sb,S_STMNOTE_EMPLPAYABLE_SB,应付职工薪酬合计:期初余额,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_10,S_STMNOTE_EOITEMS_10,企业合并产生的损益,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_11,S_STMNOTE_EOITEMS_11,非货币性资产交换损益,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_12,S_STMNOTE_EOITEMS_12,委托投资损益,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_13,S_STMNOTE_EOITEMS_13,资产减值准备,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_14,S_STMNOTE_EOITEMS_14,债务重组损益,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_15,S_STMNOTE_EOITEMS_15,企业重组费用,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_16,S_STMNOTE_EOITEMS_16,交易产生的损益,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_17,S_STMNOTE_EOITEMS_17,同一控制下企业合并产生的子公司当期净损益,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_18,S_STMNOTE_EOITEMS_18,预计负债产生的损益,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_19,S_STMNOTE_EOITEMS_19,其他营业外收支净额,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_20,S_STMNOTE_EOITEMS_20,中国证监会认定的其他项目,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_21,S_STMNOTE_EOITEMS_21,非经常性损益项目小计,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_22,S_STMNOTE_EOITEMS_22,所得税影响数,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_23,S_STMNOTE_EOITEMS_23,少数股东损益影响数,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_24,S_STMNOTE_EOITEMS_24,非经常性损益项目合计,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_28,S_STMNOTE_EOITEMS_28,持有(或处置)交易性金融资产和负债产生的公允价值变动损益,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_29,S_STMNOTE_EOITEMS_29,单独进行监制测试的应收款项减值准备转回,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_30,S_STMNOTE_EOITEMS_30,对外委托贷款取得的收益,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_31,S_STMNOTE_EOITEMS_31,公允价值法计量的投资性房地产价值变动损益,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_32,S_STMNOTE_EOITEMS_32,法规要求一次性损益调整影响,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_33,S_STMNOTE_EOITEMS_33,受托经营取得的托管费收入,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_6,S_STMNOTE_EOITEMS_6,非流动资产处置损益,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_7,S_STMNOTE_EOITEMS_7,税收返还、减免,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_8,S_STMNOTE_EOITEMS_8,政府补助,REPORTDATE、TYPE、UnitVal
s_stmnote_eoitems_9,S_STMNOTE_EOITEMS_9,资金占用费,REPORTDATE、TYPE、UnitVal
s_stmnote_faaviableforsale_0001,S_STMNOTE_FAAVIABLEFORSALE_0001,可供出售金融资产:产生的利得/(损失),REPORTDATE、TYPE、UnitVal
s_stmnote_faaviableforsale_0002,S_STMNOTE_FAAVIABLEFORSALE_0002,可供出售金融资产:产生的所得税影响,REPORTDATE、TYPE、UnitVal
s_stmnote_faaviableforsale_0003,S_STMNOTE_FAAVIABLEFORSALE_0003,可供出售金融资产:前期计入其他综合收益当期转入损益的金额,REPORTDATE、TYPE、UnitVal
s_stmnote_faaviableforsale_0004,S_STMNOTE_FAAVIABLEFORSALE_0004,可供出售金融资产公允价值变动,REPORTDATE、TYPE、UnitVal
s_stmnote_franchiseright,S_STMNOTE_FRANCHISERIGHT,特许经营权_账面价值,REPORTDATE、TYPE、UnitVal
s_stmnote_goodwillbv,S_STMNOTE_GOODWILLBV,商誉-账面价值,REPORTDATE、TYPE、UnitVal
s_stmnote_goodwilldetail,S_STMNOTE_GOODWILLDETAIL,商誉-账面价值,REPORTDATE、TYPE、UnitVal
s_stmnote_goodwillimpairment,S_STMNOTE_GOODWILLIMPAIRMENT,商誉-减值准备,REPORTDATE、TYPE、UnitVal
s_stmnote_guarantee_1,S_STMNOTE_GUARANTEE_1,担保发生额合计,REPORTDATE、UnitVal
s_stmnote_guarantee_2,S_STMNOTE_GUARANTEE_2,担保余额合计,REPORTDATE、UnitVal
s_stmnote_guarantee_3,S_STMNOTE_GUARANTEE_3,关联担保余额合计,REPORTDATE、UnitVal
s_stmnote_guarantee_4,S_STMNOTE_GUARANTEE_4,对控股子公司担保发生额合计,REPORTDATE、UnitVal
s_stmnote_guarantee_5,S_STMNOTE_GUARANTEE_5,违规担保总额,REPORTDATE、UnitVal
s_stmnote_guarantee_6,S_STMNOTE_GUARANTEE_6,担保总额占净资产比例,REPORTDATE
s_stmnote_housingfund_add,S_STMNOTE_HOUSINGFUND_ADD,住房公积金:本期增加,REPORTDATE、TYPE、UnitVal
s_stmnote_housingfund_de,S_STMNOTE_HOUSINGFUND_DE,住房公积金:本期减少,REPORTDATE、TYPE、UnitVal
s_stmnote_housingfund_eb,S_STMNOTE_HOUSINGFUND_EB,住房公积金:期末余额,REPORTDATE、TYPE、UnitVal
s_stmnote_housingfund_sb,S_STMNOTE_HOUSINGFUND_SB,住房公积金:期初余额,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_1,S_STMNOTE_IMPAIRMENTLOSS_1,长期股权投资减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_10,S_STMNOTE_IMPAIRMENTLOSS_10,固定资产减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_11,S_STMNOTE_IMPAIRMENTLOSS_11,无形资产减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_12,S_STMNOTE_IMPAIRMENTLOSS_12,使用权资产减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_13,S_STMNOTE_IMPAIRMENTLOSS_13,生产性生物资产减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_14,S_STMNOTE_IMPAIRMENTLOSS_14,油气资产减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_15,S_STMNOTE_IMPAIRMENTLOSS_15,资产减值损失-其他,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_17,S_STMNOTE_IMPAIRMENTLOSS_17,投资性房地产减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_18,S_STMNOTE_IMPAIRMENTLOSS_18,买入返售金融资产减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_19,S_STMNOTE_IMPAIRMENTLOSS_19,贷款减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_2,S_STMNOTE_IMPAIRMENTLOSS_2,工程物资减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_20,S_STMNOTE_IMPAIRMENTLOSS_20,融出资金减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_21,S_STMNOTE_IMPAIRMENTLOSS_21,应收款项类投资减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_22,S_STMNOTE_IMPAIRMENTLOSS_22,抵债资产减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_23,S_STMNOTE_IMPAIRMENTLOSS_23,合同资产减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_3,S_STMNOTE_IMPAIRMENTLOSS_3,在建工程减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_4,S_STMNOTE_IMPAIRMENTLOSS_4,坏账损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_5,S_STMNOTE_IMPAIRMENTLOSS_5,存货跌价损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_6,S_STMNOTE_IMPAIRMENTLOSS_6,商誉减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_7,S_STMNOTE_IMPAIRMENTLOSS_7,发放贷款和垫款减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_8,S_STMNOTE_IMPAIRMENTLOSS_8,可供出售金融资产减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_9,S_STMNOTE_IMPAIRMENTLOSS_9,持有至到期投资减值损失,REPORTDATE、TYPE、UnitVal
s_stmnote_impairmentloss_total,S_STMNOTE_IMPAIRMENTLOSS_TOTAL,资产减值损失-合计,REPORTDATE、TYPE、UnitVal
s_stmnote_inaudit_agency,S_STMNOTE_INAUDIT_AGENCY,内控_审计单位,REPORTDATE
s_stmnote_inaudit_category,S_STMNOTE_INAUDIT_CATEGORY,内控_审计意见类别,REPORTDATE
s_stmnote_inaudit_cpa,S_STMNOTE_INAUDIT_CPA,内控_签字审计师,REPORTDATE
s_stmnote_inaudit_interpretation,S_STMNOTE_INAUDIT_INTERPRETATION,内控_审计结果说明,REPORTDATE
s_stmnote_inaudit_issuingdate,S_STMNOTE_INAUDIT_ISSUINGDATE,内控报告披露日期,REPORTDATE
s_stmnote_incometax_0,S_STMNOTE_INCOMETAX_0,当期所得税,REPORTDATE、TYPE、UnitVal
s_stmnote_incometax_1,S_STMNOTE_INCOMETAX_1,当期所得税:中国大陆,REPORTDATE、TYPE、UnitVal
s_stmnote_incometax_2,S_STMNOTE_INCOMETAX_2,当期所得税:中国香港,REPORTDATE、TYPE、UnitVal
s_stmnote_incometax_3,S_STMNOTE_INCOMETAX_3,当期所得税:其他境外,REPORTDATE、TYPE、UnitVal
s_stmnote_incometax_4,S_STMNOTE_INCOMETAX_4,以前年度所得税调整,REPORTDATE、TYPE、UnitVal
s_stmnote_incometax_5,S_STMNOTE_INCOMETAX_5,递延所得税,REPORTDATE、TYPE、UnitVal
s_stmnote_incometax_6,S_STMNOTE_INCOMETAX_6,所得税费用合计,REPORTDATE、TYPE、UnitVal
s_stmnote_increaseofsurplus,S_STMNOTE_INCREASEOFSURPLUS,法定盈本期增加值,REPORTDATE、TYPE、UnitVal
s_stmnote_initialsurplus,S_STMNOTE_INITIALSURPLUS,法定盈余期初值,REPORTDATE、TYPE、UnitVal
s_stmnote_insur_1,S_STMNOTE_INSUR_1,保单继续率(13个月),REPORTDATE、TYPE
s_stmnote_insur_10,S_STMNOTE_INSUR_10,赔付率(产险),REPORTDATE、TYPE
s_stmnote_insur_11,S_STMNOTE_INSUR_11,费用率(产险),REPORTDATE、TYPE
s_stmnote_insur_12,S_STMNOTE_INSUR_12,偿付能力充足率(产险),REPORTDATE、TYPE
s_stmnote_insur_13,S_STMNOTE_INSUR_13,实际资本(产险),REPORTDATE、TYPE、UnitVal
s_stmnote_insur_13n,S_STMNOTE_INSUR_13N,实际资本(产险),REPORTDATE、TYPE、CURTYPE、UnitVal
s_stmnote_insur_14,S_STMNOTE_INSUR_14,最低资本(产险),REPORTDATE、TYPE、UnitVal
s_stmnote_insur_14n,S_STMNOTE_INSUR_14N,最低资本(产险),REPORTDATE、TYPE、CURTYPE、UnitVal
s_stmnote_insur_15,S_STMNOTE_INSUR_15,偿付能力充足率(寿险),REPORTDATE、TYPE
s_stmnote_insur_16,S_STMNOTE_INSUR_16,内含价值(寿险),REPORTDATE、TYPE、UnitVal
s_stmnote_insur_16n,S_STMNOTE_INSUR_16N,内含价值(寿险),REPORTDATE、TYPE、CURTYPE、UnitVal
s_stmnote_insur_17,S_STMNOTE_INSUR_17,新业务价值(寿险),REPORTDATE、TYPE、UnitVal
s_stmnote_insur_17n,S_STMNOTE_INSUR_17N,新业务价值(寿险),REPORTDATE、TYPE、CURTYPE、UnitVal
s_stmnote_insur_18,S_STMNOTE_INSUR_18,有效业务价值(寿险),REPORTDATE、TYPE、UnitVal
s_stmnote_insur_18n,S_STMNOTE_INSUR_18N,有效业务价值(寿险),REPORTDATE、TYPE、CURTYPE、UnitVal
s_stmnote_insur_19,S_STMNOTE_INSUR_19,实际资本(寿险),REPORTDATE、TYPE、UnitVal
s_stmnote_insur_195834,S_STMNOTE_INSUR_195834,综合投资收益率,REPORTDATE、TYPE
s_stmnote_insur_195835,S_STMNOTE_INSUR_195835,综合成本率,REPORTDATE、TYPE
s_stmnote_insur_195836,S_STMNOTE_INSUR_195836,综合费用率,REPORTDATE、TYPE
s_stmnote_insur_195837,S_STMNOTE_INSUR_195837,综合赔付率,REPORTDATE、TYPE
s_stmnote_insur_195838,S_STMNOTE_INSUR_195838,签单保费,REPORTDATE、TYPE、UnitVal
s_stmnote_insur_195839,S_STMNOTE_INSUR_195839,车险签单保费,REPORTDATE、TYPE、UnitVal
s_stmnote_insur_19n,S_STMNOTE_INSUR_19N,实际资本(寿险),REPORTDATE、TYPE、CURTYPE、UnitVal
s_stmnote_insur_2,S_STMNOTE_INSUR_2,保单继续率(14个月),REPORTDATE、TYPE
s_stmnote_insur_20,S_STMNOTE_INSUR_20,最低资本(寿险),REPORTDATE、TYPE、UnitVal
s_stmnote_insur_20n,S_STMNOTE_INSUR_20N,最低资本(寿险),REPORTDATE、TYPE、CURTYPE、UnitVal
s_stmnote_insur_3,S_STMNOTE_INSUR_3,保单继续率(25个月),REPORTDATE、TYPE
s_stmnote_insur_30n,S_STMNOTE_INSUR_30N,集团内含价值,REPORTDATE、TYPE、UnitVal
s_stmnote_insur_4,S_STMNOTE_INSUR_4,保单继续率(26个月),REPORTDATE、TYPE
s_stmnote_insur_5,S_STMNOTE_INSUR_5,净投资收益率,REPORTDATE、TYPE
s_stmnote_insur_6,S_STMNOTE_INSUR_6,总投资收益率,REPORTDATE、TYPE
s_stmnote_insur_7,S_STMNOTE_INSUR_7,评估利率假设：风险贴现率,REPORTDATE、TYPE
s_stmnote_insur_7801,S_STMNOTE_INSUR_7801,定期存款,REPORTDATE、UnitVal
s_stmnote_insur_7802,S_STMNOTE_INSUR_7802,债券投资,REPORTDATE、UnitVal
s_stmnote_insur_7803,S_STMNOTE_INSUR_7803,基金投资,REPORTDATE、UnitVal
s_stmnote_insur_7804,S_STMNOTE_INSUR_7804,股票投资,REPORTDATE、UnitVal
s_stmnote_insur_7805,S_STMNOTE_INSUR_7805,股权投资,REPORTDATE、UnitVal
s_stmnote_insur_7806,S_STMNOTE_INSUR_7806,基建投资,REPORTDATE、UnitVal
s_stmnote_insur_7807,S_STMNOTE_INSUR_7807,现金及现金等价物,REPORTDATE、UnitVal
s_stmnote_insur_7808,S_STMNOTE_INSUR_7808,其它资产,REPORTDATE、UnitVal
s_stmnote_insur_7809,S_STMNOTE_INSUR_7809,总投资资产,REPORTDATE、UnitVal
s_stmnote_insur_7810,S_STMNOTE_INSUR_7810,集团客户数,REPORTDATE
s_stmnote_insur_7811,S_STMNOTE_INSUR_7811,保险营销员人数,REPORTDATE
s_stmnote_insur_7812,S_STMNOTE_INSUR_7812,保险营销员每月人均首年保险业务收入,REPORTDATE、UnitVal
s_stmnote_insur_7813,S_STMNOTE_INSUR_7813,保险营销员每月人均寿险新保单件数,REPORTDATE
s_stmnote_insur_8,S_STMNOTE_INSUR_8,退保率,REPORTDATE、TYPE
s_stmnote_insur_9,S_STMNOTE_INSUR_9,综合成本率(产险),REPORTDATE、TYPE
s_stmnote_insur_mincap,S_STMNOTE_INSUR_MINCAP,最低资本(集团),REPORTDATE、TYPE、CURTYPE、UnitVal
s_stmnote_insur_rcap,S_STMNOTE_INSUR_RCAP,实际资本(集团),REPORTDATE、TYPE、CURTYPE、UnitVal
s_stmnote_insur_solratio,S_STMNOTE_INSUR_SOLRATIO,偿付能力充足率(集团),REPORTDATE、TYPE
s_stmnote_inv_1,S_STMNOTE_INV_1,存货明细-原材料,REPORTDATE、UnitVal
s_stmnote_inv_10,S_STMNOTE_INV_10,存货明细-合同履约成本,REPORTDATE、UnitVal
s_stmnote_inv_11,S_STMNOTE_INV_11,存货明细-其他存货,REPORTDATE、UnitVal
s_stmnote_inv_12,S_STMNOTE_INV_12,存货明细-在途物资,REPORTDATE、UnitVal
s_stmnote_inv_2,S_STMNOTE_INV_2,存货明细-在产品,REPORTDATE、UnitVal
s_stmnote_inv_3,S_STMNOTE_INV_3,存货明细-产成品,REPORTDATE、UnitVal
s_stmnote_inv_4,S_STMNOTE_INV_4,存货明细-低值易耗品,REPORTDATE、UnitVal
s_stmnote_inv_5,S_STMNOTE_INV_5,存货明细-包装物,REPORTDATE、UnitVal
s_stmnote_inv_6,S_STMNOTE_INV_6,存货明细-委托加工材料,REPORTDATE、UnitVal
s_stmnote_inv_7,S_STMNOTE_INV_7,存货明细-委托代销商品,REPORTDATE、UnitVal
s_stmnote_inv_9,S_STMNOTE_INV_9,存货明细-消耗性生物资产,REPORTDATE、UnitVal
s_stmnote_inv_goodsship,S_STMNOTE_INV_GOODSSHIP,存货明细-发出商品,REPORTDATE、TYPE、UnitVal
s_stmnote_investmentincome_0001,S_STMNOTE_INVESTMENTINCOME_0001,固定息证券投资利息收入,REPORTDATE、TYPE、UnitVal
s_stmnote_investmentincome_0002,S_STMNOTE_INVESTMENTINCOME_0002,权益投资资产分红收入,REPORTDATE、TYPE、UnitVal
s_stmnote_investmentincome_0003,S_STMNOTE_INVESTMENTINCOME_0003,投资性房地产租金收入,REPORTDATE、TYPE、UnitVal
s_stmnote_investmentincome_0004,S_STMNOTE_INVESTMENTINCOME_0004,净投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_investmentincome_0005,S_STMNOTE_INVESTMENTINCOME_0005,证券买卖收益,REPORTDATE、TYPE、UnitVal
s_stmnote_investmentincome_0006,S_STMNOTE_INVESTMENTINCOME_0006,公允价值变动收益,REPORTDATE、TYPE、UnitVal
s_stmnote_investmentincome_0007,S_STMNOTE_INVESTMENTINCOME_0007,计提投资资产减值准备,REPORTDATE、TYPE、UnitVal
s_stmnote_investmentincome_0008,S_STMNOTE_INVESTMENTINCOME_0008,处置合营企业净收益,REPORTDATE、TYPE、UnitVal
s_stmnote_investmentincome_0009,S_STMNOTE_INVESTMENTINCOME_0009,其他收益,REPORTDATE、TYPE、UnitVal
s_stmnote_investmentincome_0010,S_STMNOTE_INVESTMENTINCOME_0010,总投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_1,S_STMNOTE_INVINCOME_1,权益法核算的长期股权投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_10,S_STMNOTE_INVINCOME_10,投资收益-合计,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_11,S_STMNOTE_INVINCOME_11,投资收益-其他,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_12,S_STMNOTE_INVINCOME_12,持有可供出售金融资产等期间取得的投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_13,S_STMNOTE_INVINCOME_13,成本法核算的长期股权投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_14,S_STMNOTE_INVINCOME_14,处置持有至到期投资取得的投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_15,S_STMNOTE_INVINCOME_15,理财产品投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_16,S_STMNOTE_INVINCOME_16,应收款项类投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_2,S_STMNOTE_INVINCOME_2,处置长期股权投资产生的投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_3,S_STMNOTE_INVINCOME_3,以公允价值计量且其变动计入当期损益的金融资产在持有期间的投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_4,S_STMNOTE_INVINCOME_4,处置以公允价值计量且变动计入当期损益的金融资产取得的投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_5,S_STMNOTE_INVINCOME_5,持有至到期投资在持有期间的投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_6,S_STMNOTE_INVINCOME_6,可供出售金融资产等取得的投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_7,S_STMNOTE_INVINCOME_7,处置可供出售金融资产取得的投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_8,S_STMNOTE_INVINCOME_8,丧失控制权后剩余股权按公允价值重新计量产生的利得,REPORTDATE、TYPE、UnitVal
s_stmnote_invincome_9,S_STMNOTE_INVINCOME_9,处置子公司的投资收益,REPORTDATE、TYPE、UnitVal
s_stmnote_invtot,S_STMNOTE_INVTOT,存货合计,REPORTDATE、UnitVal
s_stmnote_landuserights_19,S_STMNOTE_LANDUSERIGHTS_19,土地使用权_原值,REPORTDATE、TYPE、UnitVal
s_stmnote_landuserights_20,S_STMNOTE_LANDUSERIGHTS_20,土地使用权_累计摊销,REPORTDATE、TYPE、UnitVal
s_stmnote_landuserights_21,S_STMNOTE_LANDUSERIGHTS_21,土地使用权_减值准备,REPORTDATE、TYPE、UnitVal
s_stmnote_landuserights_22,S_STMNOTE_LANDUSERIGHTS_22,土地使用权_账面价值,REPORTDATE、TYPE、UnitVal
s_stmnote_legalsurplusreserve,S_STMNOTE_LEGALSURPLUSRESERVE,法定盈余期末值,REPORTDATE、TYPE、UnitVal
s_stmnote_loans_1,S_STMNOTE_LOANS_1,转融通融入资金,REPORTDATE、TYPE、UnitVal
s_stmnote_ltborrow_4505,S_STMNOTE_LTBORROW_4505,人民币长期借款,REPORTDATE、UnitVal
s_stmnote_ltborrow_4506,S_STMNOTE_LTBORROW_4506,美元长期借款(折算人民币),REPORTDATE、UnitVal
s_stmnote_ltborrow_4507,S_STMNOTE_LTBORROW_4507,日元长期借款(折算人民币),REPORTDATE、UnitVal
s_stmnote_ltborrow_4508,S_STMNOTE_LTBORROW_4508,欧元长期借款(折算人民币),REPORTDATE、UnitVal
s_stmnote_ltborrow_4509,S_STMNOTE_LTBORROW_4509,港币长期借款(折算人民币),REPORTDATE、UnitVal
s_stmnote_ltborrow_4510,S_STMNOTE_LTBORROW_4510,英镑长期借款(折算人民币),REPORTDATE、UnitVal
s_stmnote_ltborrow_4511,S_STMNOTE_LTBORROW_4511,其他货币长期借款(折算人民币),REPORTDATE、UnitVal
s_stmnote_ltborrow_4512,S_STMNOTE_LTBORROW_4512,长期借款小计,REPORTDATE、UnitVal
s_stmnote_ltborrow_4513,S_STMNOTE_LTBORROW_4513,质押长期借款,REPORTDATE、UnitVal
s_stmnote_ltborrow_4514,S_STMNOTE_LTBORROW_4514,抵押长期借款,REPORTDATE、UnitVal
s_stmnote_ltborrow_4515,S_STMNOTE_LTBORROW_4515,保证长期借款,REPORTDATE、UnitVal
s_stmnote_ltborrow_4516,S_STMNOTE_LTBORROW_4516,信用长期借款,REPORTDATE、UnitVal
s_stmnote_ltborrow_4517,S_STMNOTE_LTBORROW_4517,委托长期借款,REPORTDATE、UnitVal
